NU_NUMERO_CONTRATO;DT_DATA_ASSINATURA;NU_VALOR_FINANCIAMENTO;NU_TAXA_JUROS;NU_PRAZO_CARENCIA;NO_NOME_MUTUARIO;NU_CPF;NU_NUMERO_IDENTIDADE;DT_DATA_NASCIMENTO;NO_ESTADO_CIVIL;NO_SEXO;NO_UF;NO_MUNICIPIO;NO_ENDERECO;NU_CEP
187679;08/11/2021;78152.00;50.000;35;MATEUS ;11539962836;1823387;03/04/1990;solteiro;F;RJ;NOVA IGUACU;AV DOS CURIOS BLOCO 1;37089820
184125;20/07/2020;84185.47;55.000;40;GUSTAVO ;12099460271;1553512;14/03/1981;solteiro;F;ES;SERRA;AV RUA DOS CURI S, 0;42078164
132816;12/05/2021;71034.00;45.000;44;GUILHERME ;11848834438;5359509;22/12/1982;solteiro;F;SE;ITABAIANA;R OLANDA DERENUSSON SILVEIRA, 0;68905347
197546;25/09/2023;51876.44;50.000;31;BEATRIZ ;10896799184;7453146;10/08/1952;solteiro;M;RS;BOA VISTA DO INCRA;R ABILIO MONTEIRO BLOCO 0;74764192
162018;14/11/2023;63094.00;45.000;2;LUCIANO ;11366886619;4626686;30/05/1980;solteiro;F;GO;INHUMAS;AV AV NIZA MARQUEZ GUARITA SN BLOCO 0;96396251
123179;05/08/2023;80458.95;45.000;8;TANIA ;10365540122;6079536;05/11/1983;solteiro;M;RN;PARNAMIRIM;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;45562643
191577;09/10/2023;66948.47;45.000;31;KARINA ;12067174506;2246816;20/08/1967;solteiro;M;GO;GOIANIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;93071534
199686;10/01/2021;45104.52;50.000;11;DIEGO ;10192302213;1959852;18/12/1989;solteiro;M;SP;CARAPICUIBA;R ABILIO MONTEIRO 4;86181252
197438;27/02/2022;72579.00;50.000;25;CARLOS ;10929808364;2258047;26/01/1963;solteiro;F;MA;PACO DO LUMIAR;AV DOS CURIOS SN BLOCO 2;17554324
193977;10/02/2021;87240.00;50.000;17;LEANDRA ;10496827767;9050199;14/06/1998;divorciado;F;SP;SANTO ANDRE;AV RUA DOS CURI S, S/N BLOCO 2;84143004
174934;23/04/2023;14000.00;45.000;4;IKARO ;10440176626;6095351;21/01/1996;solteiro;M;RN;SANTO ANTONIO;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;77073844
111481;09/07/2023;65281.00;50.000;48;LEONICE ;11638602655;4026715;11/03/1971;solteiro;M;RS;CAXIAS DO SUL;R TONIQUINHO DOS SANTOS S/N BLOCO 1;36850416
183381;19/06/2022;54124.00;45.000;32;WILLIAM ;10448130204;2124166;16/01/1982;solteiro;M;SP;MARILIA;R RUA TONIQUINHO DOS SANTOS, 0;15335846
171268;08/03/2024;35775.00;45.000;48;CAROLINA ;10643675880;6409235;02/06/1977;solteiro;F;PE;CARUARU;AV RUA DOS CURI S SN BLOCO 2;29665931
183420;18/02/2020;76152.25;45.000;40;JHONY ;11678997208;5483863;30/05/1962;solteiro;F;PR;MARIALVA;R TONIQUINHO DOS SANTOS S/N BLOCO 0;94687707
115307;05/11/2021;37627.67;50.000;46;BRUNO ;11111312610;4552037;09/03/1951;casado;F;RJ;NITEROI;R RUA TONIQUINHO DOS SANTOS, 0;24073731
154005;21/07/2021;52798.22;45.000;32;JULIANA ;11926037811;9546274;24/02/1997;divorciado;F;RS;DOIS IRMAOS;R RUA ABILIO MONTEIRO N 4;54659325
153443;13/04/2023;71153.00;45.000;8;EMERSON ;10305176494;6564860;09/10/1961;divorciado;M;PR;UMUARAMA;R ABILIO MONTEIRO N 4;45344485
104478;21/02/2022;41100.00;50.000;6;FERNANDO ;11238844282;8973534;27/07/1969;divorciado;M;MA;SAO LUIS;AV AVENIDA DOS CURIOS 5;79533395
105426;05/03/2024;38000.00;50.000;38;ROMARIO ;10496385239;1764306;17/07/1989;divorciado;M;CE;JUAZEIRO DO NORTE;AV NIZA MARQUEZ GUARITA SN BLOCO 1;37397674
176726;09/08/2022;85500.00;45.000;3;JOSE ;10935659693;8413801;17/09/1958;divorciado;F;SC;BALNEARIO PICARRAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;38924055
104707;05/09/2022;72000.00;50.000;2;CAMILA ;11791383839;9922933;07/05/1994;solteiro;M;PR;UMUARAMA;R TONIQUINHO DOS SANTOS N 1;52541111
193664;02/10/2020;69056.00;45.000;7;GUILHERME ;10112039453;9714664;30/08/1985;solteiro;M;RS;ESTRELA;R RUA ABILIO MONTEIRO, 4;15097735
107247;11/07/2021;84887.00;55.000;29;JORGE ;11235469954;7492709;20/12/1962;divorciado;M;SP;PIRACICABA;R TONIQUINHO DOS SANTOS N 1;32334868
162231;05/02/2023;105737.00;60.000;4;LIDIANE ;11725473228;2385440;21/03/1961;divorciado;M;PR;SAO JOSE DOS PINHAIS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;12937921
102987;02/05/2021;50040.00;45.000;44;LEIANY ;10815163733;7528523;12/07/1982;solteiro;M;PE;JABOATAO DOS GUARARAPES;R ABILIO MONTEIRO N 4;39479420
128624;16/01/2021;76862.60;45.000;44;MARINA ;10236879292;1917751;06/03/1990;divorciado;F;SP;GUARULHOS;R RUA TONIQUINHO DOS SANTOS S/N BLOCO 1;38077201
112977;28/10/2021;83577.16;45.000;22;FELLIPE ;10019253232;2315345;03/05/1991;solteiro;M;RJ;ITABORAI;R RUA ABILIO MONTEIRO, 0;60783382
189430;20/06/2022;94943.24;55.000;29;DANIELA ;11739739586;8422525;27/01/1960;divorciado;M;SP;CAMPINAS;AV RUA DOS CURI S, S/N BLOCO 2;54352698
145703;19/09/2023;44120.00;50.000;23;ARIELA ;11756810888;6671333;22/11/1953;divorciado;F;PE;PAULISTA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 0;34925877
107576;08/08/2022;28893.50;45.000;20;VALDEMIR ;10962649730;7256153;20/06/1995;divorciado;M;RS;JAGUARAO;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;92273277
158282;13/03/2021;71735.00;45.000;18;LEONARDO ;11439868624;9030335;17/10/1953;casado;M;CE;FORTALEZA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 1;69578973
121135;02/05/2024;69536.00;50.000;26;RAIMUNDO ;10009672262;5446211;19/03/1971;solteiro;M;RS;SANTO ANGELO;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;31993891
157777;18/05/2023;52630.00;45.000;26;THIAGO ;10447022324;1589114;23/04/1988;divorciado;M;SP;ARACATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;71221556
171483;27/03/2020;70035.00;50.000;28;DANIELA ;10599003881;8855392;26/10/1994;divorciado;M;MG;PITANGUI;R RUA ABILIO MONTEIRO, 4;44145518
140132;05/10/2020;89563.20;45.000;41;ROSANE ;10946633554;3425405;30/08/1967;solteiro;M;PR;COLOMBO;R RUA ABILIO MONTEIRO, 4;25764864
169138;10/04/2024;91440.00;50.000;3;RAFAEL ;11850800132;2124416;18/08/1996;divorciado;M;SC;JARAGUA DO SUL;R RUA ABILIO MONTEIRO, 0;57881073
153744;21/04/2024;49839.61;50.000;20;MARILENE ;11339541913;7681036;10/11/1973;divorciado;M;RS;PORTO ALEGRE;R TONIQUINHO DOS SANTOS SN BLOCO 0;82952944
191902;27/09/2022;72306.33;45.000;11;KLEBER ;11352379142;2314893;15/11/1957;solteiro;M;SP;ITU;R RUA TONIQUINHO DOS SANTOS, 1;81793771
149592;27/02/2023;70354.00;45.000;30;ALINE ;10404022141;9336697;07/11/1986;divorciado;F;MG;UBERLANDIA;R TONIQUINHO DOS SANTOS N 1;28654099
151924;30/11/2021;117366.66;66.600;6;ALINE ;10861522773;1010353;17/08/1973;divorciado;F;PE;JABOATAO DOS GUARARAPES;R TONIQUINHO DOS SANTOS N 1;47258942
117198;27/10/2021;89814.30;45.000;26;CARLOS ;11015152848;5032538;09/11/1964;divorciado;F;RJ;RIO DE JANEIRO;R RUA TONIQUINHO DOS SANTOS, 0;22814626
154202;01/12/2022;91429.40;55.000;20;JOSIANE ;11103840853;8547585;01/11/1986;divorciado;M;SP;MOGI DAS CRUZES;R RUA ABILIO MONTEIRO N 4;74079012
123739;30/12/2020;84672.77;50.000;0;BRUNO ;11522801546;6947393;11/06/1974;casado;F;PA;MARITUBA;R RUA ABILIO MONTEIRO, 0;78789502
168107;30/04/2023;23000.00;45.000;1;RENATA ;10248097803;4084768;20/09/1989;divorciado;F;RN;CEARA-MIRIM;R ABILIO MONTEIRO N  4;20922731
141826;14/04/2021;78001.79;45.000;28;JOAO ;11617803746;5267603;27/03/1968;divorciado;M;SP;JUNDIAI;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;40061396
172652;27/11/2020;64670.55;45.000;30;MARIANA ;11699589868;1347801;15/08/1990;divorciado;M;MG;GOVERNADOR VALADARES;R RUA ABILIO MONTEIRO N 4;80000211
168972;17/02/2020;80000.00;76.600;6;BRUNO ;11086335230;4765813;28/11/1950;divorciado;F;PE;CABO DE SANTO AGOSTINHO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;87261997
131410;28/12/2020;78770.00;81.600;19;SYLVESTER ;11136948820;3888438;20/10/1965;divorciado;F;SP;SAO PAULO;R RUA ABILIO MONTEIRO, 0;19233527
130833;30/03/2024;48548.65;50.000;23;EDSON ;10438329189;7903647;15/11/1953;solteiro;F;SP;SAO PAULO;R RUA ABILIO MONTEIRO, 4;99804913
122340;24/11/2021;77453.95;45.000;43;SABRINA ;12021840556;2103818;20/05/1974;casado;M;SP;CAMPINAS;R RUA ABILIO MONTEIRO, 0;43531583
163745;02/11/2020;102761.47;45.000;4;ANDREIA ;11947835321;8950323;27/11/1988;solteiro;M;SC;JARAGUA DO SUL;R RUA TONIQUINHO DOS SANTOS N 1;34134848
152396;12/08/2021;94458.10;66.600;6;HELENO ;10590597068;6126143;28/02/1992;solteiro;F;SC;JARAGUA DO SUL;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;44581182
145246;21/06/2022;54543.49;50.000;13;FRANCINE ;11708040903;9785147;28/11/1963;divorciado;F;RS;ROLANTE;R RUA TONIQUINHO DOS SANTOS, 0;35336990
154116;13/08/2020;43080.00;45.000;40;JEHRRINY ;11328187444;4870610;08/05/1999;divorciado;F;PR;CURITIBA;AV AV AFRANIO DE AXEVEDO, 2;61823231
171726;08/06/2022;83555.70;66.600;46;KAINA ;11345461623;4464958;27/08/1954;casado;M;SP;MOCOCA;R RUA TONIQUINHO DOS SANTOS, 0;64606553
171060;02/12/2020;66124.54;45.000;3;ANTONIO ;12060982366;8076645;10/07/1954;divorciado;F;GO;VALPARAISO DE GOIAS;AV AV NIZA MARQUEZ GUARITA, 0;18318154
192456;05/02/2021;81591.86;45.000;48;THAIS ;10475846112;2317352;17/08/1954;divorciado;M;MS;CAMPO GRANDE;R RUA TONIQUINHO DOS SANTOS, 0;61614371
189669;24/11/2022;45249.00;45.000;8;GISLAINE ;10716627825;9749081;13/05/1977;solteiro;M;MG;CARMO DO RIO CLARO;AV RUA DOS CURIOS, 0;84310484
161344;01/03/2024;69312.67;45.000;45;FRANCISCO ;11109071007;5236405;27/08/1972;divorciado;M;SP;JOSE BONIFACIO;R TONIQUINHO DOS SANTOS, 1;20610244
148871;05/05/2023;74389.60;45.000;21;VERA ;10850039905;6663855;11/08/1991;divorciado;M;SC;JARAGUA DO SUL;R RUA ABILIO MONTEIRO, 4;67938823
182224;27/09/2021;71615.00;45.000;7;JESSICA ;10069017479;6297499;09/02/1966;solteiro;M;GO;AGUAS LINDAS DE GOIAS;R RUA TONIQUINHO DOS SANTOS, 1;48049504
166867;02/03/2024;89100.00;60.000;6;MARCIA ;11942723692;2652552;24/09/1961;solteiro;M;SP;JUNDIAI;R CARLOS TASSO RODRIGUES DA CUNHA S/N BLO, 0;69510016
116176;14/08/2021;54280.93;45.000;7;JOHN ;11230339648;7484793;26/11/1967;divorciado;F;CE;FORTALEZA;R ABILIO MONTEIRO 4;30272355
161135;28/01/2022;98506.21;55.000;26;REGIANE ;10124843493;3569954;10/07/1965;divorciado;M;SP;MOGI DAS CRUZES;R RUA  OLANDA DERENUSSON SILVEIRA SN BLO, 0;44170627
153175;27/01/2021;54786.75;45.000;40;CARLOS ;11787302479;9819637;02/07/1987;solteiro;F;RS;GRAVATAI;AV RUA DOS CURI S, S/N BLOCO 2;83852083
126145;26/02/2024;71984.00;45.000;28;JANETE ;11322003512;8308264;19/06/1967;divorciado;M;SP;MIRASSOL;R RUA  OLANDA DERENUSSON SILVEIRA SN, 0;92901433
147834;05/04/2024;85500.00;45.000;36;PEDRO ;10597880416;8221216;01/03/1975;casado;M;PR;SAO JOSE DOS PINHAIS;R RUA  OLANDA DERENUSSON SILVEIRA, 0;21374720
183138;10/04/2020;73628.77;45.000;16;LEANDRO ;10302132557;7636958;22/04/1970;solteiro;M;SP;BAURU;R RUA ABILIO MONTEIRO, 0;26354043
128376;25/12/2022;24959.83;45.000;31;JOEL ;10204688646;4038103;16/04/1990;divorciado;M;MG;UBERLANDIA;R RUA ABILIO MONTEIRO, 0;44686884
178076;21/10/2021;81000.00;45.000;44;MATHEUS ;11480201782;4307910;12/08/1999;solteiro;M;RS;GRAVATAI;R RUA ABILIO MONTEIRO, 0;95473830
194386;17/11/2023;47988.00;50.000;1;LUCAS ;10919020094;7222885;08/08/1963;solteiro;F;ES;VILA VELHA;AV RUA DOS CURI S, S/N BLOCO  2;50135709
134256;01/08/2022;101383.45;71.600;37;JENIFER ;12108400995;1050715;12/12/1973;solteiro;F;MG;UBERABA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;64887513
160006;15/02/2020;67485.08;45.000;29;ANGELICA ;10593573755;7511670;18/11/1999;divorciado;M;SP;ADAMANTINA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;83336333
125875;17/09/2020;84297.15;55.000;3;ANA ;10274219475;4493718;21/03/1985;solteiro;M;SP;SUMARE;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;48750140
185850;14/06/2021;65337.84;45.000;37;MURILO ;10755148274;4518900;08/03/1981;divorciado;F;MG;UBERLANDIA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;99703486
114287;26/06/2021;43000.00;50.000;39;JHONATAN ;10711850751;9680738;22/10/1979;solteiro;M;SE;SAO CRISTOVAO;R RUA ABILIO MONTEIRO, 4;96273702
108616;15/04/2020;61514.75;45.000;39;ERIKA ;11183044499;3444149;18/04/1983;divorciado;M;SC;CHAPECO;R RUA ABILIO MONTEIRO, 4;62880397
188782;09/04/2024;87554.71;55.000;39;PAULO ;10636941084;9830970;22/12/1995;divorciado;F;SP;CAMPINAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;32439322
137395;07/06/2021;69201.96;50.000;24;TIAGO ;10674436810;6372641;20/12/1978;divorciado;M;RN;MOSSORO;R RUA ABILIO MONTEIRO, 0;89844703
159133;29/08/2023;95439.35;55.000;9;MATHEUS ;10575750211;2405065;23/02/1972;solteiro;M;RJ;RIO DE JANEIRO;R RUA ABILIO MONTEIRO, 4;79559588
100410;16/08/2020;59968.92;45.000;50;ADRIANO ;11100940196;6852872;09/05/1984;divorciado;M;PB;JOAO PESSOA;R RUA TONIQUINHO DOS SANTOS, 1;48129094
160636;23/09/2021;81583.24;45.000;46;RAFAEL ;10013331260;9717523;03/03/1961;solteiro;M;SP;SAO PAULO;R RUA TONIQUINHO DOS SANTOS, 1;19548777
144749;16/06/2020;64063.00;45.000;8;CICERO ;10335797594;3585139;31/10/1983;divorciado;M;RS;ESTANCIA VELHA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;13350304
173422;22/02/2021;58051.81;45.000;36;MARCOS ;10254512289;2974997;07/12/1965;divorciado;M;MG;UBERLANDIA;SRV R. VL 0;94460430
188937;30/11/2023;71900.00;76.600;37;MARCIO ;10975363906;8691941;02/04/1974;solteiro;F;MT;BARRA DO BUGRES;AV RUA VIA FERREA, 0;61310836
191553;19/05/2022;56797.00;45.000;3;CACILDA ;10781467587;3922880;06/06/1961;divorciado;M;RS;PORTO ALEGRE;AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI, 0;36912814
191246;09/03/2021;72000.00;50.000;48;EMERSON ;12124520216;3568167;01/03/1968;divorciado;M;GO;MORRINHOS;AV RUA VIA FERREA SN BL 0;53453875
172961;28/11/2021;55600.00;45.000;4;LORIS ;11971407074;3294430;16/02/1970;divorciado;F;SP;ARACATUBA;AV RUA VIA FERREA, 0;88289539
101171;01/08/2023;28222.17;45.000;15;LETICIA ;10147790877;9109855;26/11/1986;solteiro;F;PE;SAO LOURENCO DA MATA;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;69766495
178008;29/05/2024;66206.00;45.000;36;DIOGO ;10092552420;6669238;26/01/1950;solteiro;M;BA;FEIRA DE SANTANA;AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI, 0;10158667
166299;25/03/2020;87353.00;45.000;11;VINCENT ;11736957819;2790427;31/01/1987;divorciado;M;RJ;BELFORD ROXO;AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI, 0;25006730
133903;05/11/2022;66000.00;50.000;47;BRUNO ;10016425030;8137526;22/12/1950;solteiro;F;RS;SANTO ANGELO;AV RUA VIA FERREA S/N ACESSO A RUA QUIRINO, 0;30012198
159587;28/03/2020;49933.00;45.000;23;JAMES ;10008607156;3045835;07/12/1961;casado;M;RJ;RIO DE JANEIRO;AV RUA VIA FERREA, 0;49497027
110682;01/08/2021;55403.00;50.000;18;CARLOS ;11912499634;5321873;06/10/1966;divorciado;F;MG;ESMERALDAS;AV RUA VIA FERREA SN ACESSO COM RUA QUIRI, 0;15690056
105843;30/08/2022;57959.81;50.000;3;JERUZA ;11445387737;7049354;12/05/1978;divorciado;M;RJ;MACAE;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;25470983
149993;18/05/2020;68471.86;76.600;29;DOUGLAS ;11201649577;6077220;20/05/1950;solteiro;M;SP;SANTO ANDRE;AV RUA VIA FERREA SN ACESSO PELA RUA QUIR, 0;29051952
121305;14/09/2023;63160.00;45.000;28;SILVIO ;10942261977;8309193;06/07/1985;divorciado;M;PR;LONDRINA;AV RUA VIA FERREA SN ACESSO PELA RUA QUIR, 0;45169621
102743;28/01/2024;92189.99;50.000;30;BRUNA ;11387202356;9279537;29/09/1995;divorciado;M;DF;BRASILIA;AV RUA VIA FERREA SN BL 8;22250462
148602;07/05/2024;82687.00;55.000;8;MARINA ;11049571363;7450732;19/04/1959;solteiro;F;RS;BAGE;AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI, 0;50445139
199758;12/05/2023;71920.00;50.000;7;MARCOS ;11145891476;3282602;14/10/1991;divorciado;F;RS;LAJEADO;AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI, 0;83635657
181599;07/02/2022;65072.87;60.000;40;ADRIANA ;11194460656;9798055;08/02/1987;divorciado;F;ES;SERRA;AV RUA VIA FERREA S/N BL 0;12004595
118882;07/03/2023;77381.42;45.000;35;EDUARDO ;11702736145;5948260;12/03/1950;divorciado;M;GO;VALPARAISO DE GOIAS;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;24753282
180730;04/05/2020;82222.30;50.000;47;BIANCA ;11091051841;4170643;23/06/1970;solteiro;F;DF;BRASILIA;AV RUA VIA FERREA S/N BL 0;85223444
125107;04/05/2023;56675.87;45.000;11;ADILSON ;11738133252;5057928;13/04/1968;casado;F;SP;SAO PAULO;AV RUA VIA FERREA S/N BL 0;95733947
159264;11/07/2023;71698.04;45.000;3;FRANCISCO ;11797981446;6149451;13/08/1977;divorciado;M;GO;AGUAS LINDAS DE GOIAS;AV RUA VIA FERREA SN BL 0;81016105
185020;22/01/2021;50449.72;50.000;47;FABIO ;11951595752;8241457;01/09/1999;divorciado;F;SP;GUARULHOS;AV RUA VIA FERREA SN BL 0;68274929
177376;22/07/2023;66587.00;50.000;29;JESUS ;11328964672;6780601;01/10/1999;divorciado;F;SE;SAO CRISTOVAO;AV RUA VIA FERREA SN ACESSO PELA RUA QUIR, 0;71182434
130391;29/08/2021;64619.92;50.000;24;LINCOLN ;10452964710;5448725;06/10/1968;divorciado;F;PR;MEDIANEIRA;AV RUA VIA FERREA SN ACESSO PELA RUA QUIR, 0;29077423
110880;05/11/2023;76789.00;45.000;2;RONALDO ;10289292702;1531199;10/04/1990;divorciado;F;MS;CAMPO GRANDE;AV RUA VIA FERREA S/N BL 0;39268733
141683;01/06/2021;64053.37;50.000;26;ANDREZZA ;11398753148;9815404;17/04/1963;divorciado;F;MG;NOVA SERRANA;AV RUA VIA FERREA S/N BL 0;24032425
108718;30/04/2023;56040.00;45.000;13;ALAN ;10249019437;5891171;30/01/1979;divorciado;F;PE;IGARASSU;AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI, 0;94092882
122935;31/01/2021;47315.00;50.000;8;RAFAEL ;11987449032;3094798;24/01/1992;divorciado;F;PE;BREJO DA MADRE DE DEUS;AV RUA VIA FERREA S/N BL 0;24792280
175417;24/10/2021;107825.44;45.000;10;JESSICA ;10075096949;4433820;22/07/1964;casado;M;SP;SAO PAULO;AV RUA VIA FERREA SN ACESSO PELA RUA QUIR, 0;58187285
142208;27/07/2023;80996.65;45.000;1;GUILHERME ;11926628859;3784134;21/03/1982;divorciado;F;RS;NOVO HAMBURGO;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;26888983
138881;22/01/2024;70642.00;45.000;27;ADRIEL ;11923269654;7283694;23/12/1953;divorciado;M;RS;ALVORADA;AV RUA VIA FERREA SN BL 0;93994771
130924;11/01/2024;70588.24;50.000;34;LAUANA ;11450846223;4172481;21/05/1999;divorciado;M;PR;ASSIS CHATEAUBRIAND;AV RUA VIA FERREA S/N BL 0;80974189
182304;25/06/2022;48169.18;50.000;5;LORRAINE ;11411743655;1449411;22/08/1967;casado;F;SP;CAMPINAS;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;61221674
125828;09/01/2021;64840.00;45.000;4;VLADIMIR ;10866357716;4967673;29/02/1980;solteiro;M;MG;JUIZ DE FORA;AV RUA VIA FERREA S/N ACESSO PELA RUA QUIR, 0;49042287
127082;22/01/2022;71549.45;45.000;30;MARIA ;10177465468;6772194;05/09/1958;divorciado;F;SC;JOINVILLE;AV RUA VIA FERREA SN ACESSO PELA R QUIRINO, 0;63689281
198111;24/10/2021;117187.00;55.000;8;JONAS ;10096181680;7233048;07/08/1975;divorciado;M;MG;BELO HORIZONTE;AV RUA VIA FERREA SN ACESSO PELA RUA QUIR, 0;83324516
110521;16/07/2020;96785.52;60.000;48;DANIELE ;11542890702;6132111;19/10/1982;divorciado;M;CE;PACATUBA;AV RUA VIA FERREA SN ACESSO PELA RUA QUIR, 0;17599188
166334;22/05/2020;66440.00;45.000;1;PABLO ;10063823898;6721905;11/01/1958;solteiro;M;MG;PASSOS;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;54218602
131961;21/01/2024;92968.00;45.000;37;VANIA ;10119411368;1607120;11/12/1952;solteiro;F;GO;GOIANIA;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;15897935
149052;21/12/2023;39800.00;45.000;13;CAROLINA ;10534886027;5477287;04/07/1981;divorciado;F;RS;SANTA MARIA;AV RUA VIA FERREA SN BL 0;42620919
183117;17/09/2022;58067.88;45.000;43;RONALDO ;10374496918;2756314;02/05/1973;solteiro;M;PR;MARINGA;AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI, 0;70420405
195898;24/11/2022;88000.00;45.000;10;JUNIA ;10037242964;3327896;23/05/1970;solteiro;F;RS;SANTA MARIA;AV RUA VIA FERREA SN BL 0;12841850
183287;30/07/2020;76235.38;50.000;2;JERFSON ;12073870649;5847394;22/06/1955;solteiro;M;GO;GOIANIA;AV RUA VIA FERREA SN BL 0;92338343
124199;28/09/2021;65505.95;50.000;34;WESLEY ;10008842544;2163404;12/11/1997;divorciado;M;GO;TRINDADE;AV RUA VIA FERREA S/N BL 0;71954845
127236;01/08/2022;81080.00;45.000;1;ISMAEL ;10060252819;5020604;22/02/1985;solteiro;M;MG;UBERLANDIA;AV RUA VIA FERREA S/N BL 0;76429377
172576;02/03/2020;99780.29;55.000;48;MARLIZE ;10624687348;3724517;15/01/1989;divorciado;M;GO;VALPARAISO DE GOIAS;AV RUA VIA FERREA S/N BL 0;49427353
109898;01/09/2022;74160.08;50.000;12;JADIAEL ;10289079905;9640777;06/12/1983;solteiro;F;SP;RIBEIRAO PRETO;AV RUA VIA FERREA S/N BL 0;92162072
185284;18/08/2021;45376.00;45.000;43;JOANA ;11795727451;6242330;30/08/1976;solteiro;M;MG;CARMO DO RIO CLARO;AV RUA VIA FERREA S/N BL 0;58234497
131424;11/02/2020;47509.00;50.000;11;AMANDA ;10465602859;4345304;19/11/1975;divorciado;M;PE;BREJO DA MADRE DE DEUS;AV RUA VIA FERREA SN BL 0;67511512
147984;15/03/2024;64129.00;45.000;30;LUCIANA ;12081391764;9080387;15/12/1970;solteiro;M;PE;PAULISTA;AV RUA VIA FERREA S/N BL 0;15394145
138685;23/12/2023;46585.00;50.000;43;GISLAINE ;11548003563;2744858;26/08/1986;divorciado;F;PB;JOAO PESSOA;AV RUA VIA FERREA S/N BL 0;66127569
122492;05/12/2020;36000.00;45.000;37;FLAVIO ;10249493655;7232815;28/10/1991;divorciado;M;PE;PAULISTA;AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI, 0;60351138
147651;19/01/2023;53978.00;60.000;4;WILLIAM ;10523597738;3099407;11/07/1986;divorciado;F;RR;BOA VISTA;AV RUA VIA FERREA SN BL 0;35157784
179406;26/09/2023;39000.00;50.000;50;JACQUELINE ;10410323001;4481081;02/04/1968;solteiro;F;SE;POCO VERDE;AV RUA VIA FERREA S/N BL 0;97850795
193176;11/11/2022;60474.00;45.000;31;MARCIA ;11489785580;9721696;12/04/1958;solteiro;F;RN;SAO GONCALO DO AMARANTE;AV RUA VIA FERREA SN BL 0;19049208
125756;27/09/2021;97549.74;66.600;27;PRISCILA ;12095309936;6266507;27/07/1972;divorciado;M;SP;HORTOLANDIA;AV RUA VIA FERREA S/N BL 0;98899002
140071;22/05/2021;75915.00;55.000;34;RAFAEL ;10523396148;2215704;11/03/1995;divorciado;F;SP;ILHA SOLTEIRA;AV RUA VIA FERREA SN BL 8;19505748
126784;14/10/2022;70769.00;45.000;50;MARIANGELA ;12117582315;4859994;21/06/1960;divorciado;M;SC;PALHOCA;AV RUA VIA FERREA SN BL 8;58983474
136143;26/09/2022;111998.12;66.600;5;PATRICIA ;11263474881;8436906;01/11/1966;solteiro;M;MG;CONTAGEM;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;97217270
191385;22/01/2023;99118.81;66.600;19;MARISTELA ;10582820253;8953904;02/08/1983;divorciado;M;SP;ITU;AV RUA VIA FERREA S/N BL 8;70087232
161233;09/08/2020;29500.00;50.000;3;MARCOS ;11091807212;7323935;31/03/1957;divorciado;M;MG;PERDIGAO;AV RUA VIA FERREA SN BL 0;48517436
172897;09/01/2020;71210.91;45.000;43;APARECIDA ;11771079831;9749144;19/11/1995;divorciado;F;ES;SERRA;AV RUA VIA FERREA SN BL 0;92020659
149580;23/02/2021;68331.00;45.000;15;MARCIO ;10467830357;4682407;18/07/1991;divorciado;M;SP;DOBRADA;AV RUA VIA FERREA S/N BL 6;41557537
128396;04/07/2021;58800.47;50.000;10;FERNANDO ;10707067629;2088686;27/02/1964;divorciado;M;SP;SAO PAULO;AV RUA VIA FERREA S/N  BL  0;16333969
